route_id,airline_id,source_airport_id,destination_airport_id,codeshare,stops
971,3201,3576,3988,,0
972,3201,3576,1760,,0
973,3201,1760,3988,,0
974,3201,1760,3576,,0
975,341,49,176,,0
976,341,87,156,,0
977,341,87,176,,0
978,341,100,196,,0
979,341,156,87,,0
980,341,156,176,,0
981,341,176,87,,0
982,341,176,156,,0
983,341,176,178,,0
984,341,176,196,,0
985,341,178,49,,0
986,341,196,100,,0
987,341,196,176,,0
988,17885,1783,1824,,0
989,17885,1783,1850,,0
990,17885,1785,1824,,0
991,17885,2709,1824,,0
992,17885,1794,1824,,0
993,17885,1796,1824,,0
994,17885,1789,1824,,0
995,17885,1795,1824,,0
996,17885,1793,1824,,0
997,17885,1792,1824,,0
998,17885,1852,1824,,0
999,17885,1852,1825,,0
1000,17885,1852,1850,,0
1001,17885,1797,1824,,0
1002,17885,1800,1824,,0
1003,17885,1804,1824,,0
1004,17885,1804,1825,,0
1005,17885,1804,3621,,0
1006,17885,1804,1840,,0
1007,17885,1804,3867,,0
1008,17885,1804,1847,,0
1009,17885,1767,1824,,0
1010,17885,1909,1824,,0
1011,17885,1807,1824,,0
1012,17885,1786,1824,,0
1013,17885,3797,1824,,0
